Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2191,3085,5276,HaKa,MMR004002
 Grade 1,877,1093,1970,HaKa,MMR004002
 Grade 2,857,1156,2013,HaKa,MMR004002
 Grade 3,1017,1536,2553,HaKa,MMR004002
 Grade 4,1759,1998,3757,HaKa,MMR004002
 Grade 5,2099,3838,5937,HaKa,MMR004002
 Grade 6,1081,1334,2415,HaKa,MMR004002
 Grade 7,1178,1218,2396,HaKa,MMR004002
 Grade 8,1444,1211,2655,HaKa,MMR004002
 Grade 9,1748,1306,3054,HaKa,MMR004002
 Grade 10,2321,1433,3754,HaKa,MMR004002
 Grade 11,2548,473,3021,HaKa,MMR004002
 College,713,101,814,HaKa,MMR004002
 Vocational training,62,5,67,HaKa,MMR004002
 Undergraduate diploma,143,96,239,HaKa,MMR004002
 Graduate,2188,255,2443,HaKa,MMR004002
 Postgraduate diploma,93,17,110,HaKa,MMR004002
 Master degree,95,12,107,HaKa,MMR004002
 PhD,16,1,17,HaKa,MMR004002
 Other,68,7,75,HaKa,MMR004002
 Total,22498,20175,42673,HaKa,MMR004002
