Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,6724,-,6724,Chanayeharzan,MMR010002
 Grade 1,2863,-,2863,Chanayeharzan,MMR010002
 Grade 2,3887,-,3887,Chanayeharzan,MMR010002
 Grade 3,5950,-,5950,Chanayeharzan,MMR010002
 Grade 4,11713,-,11713,Chanayeharzan,MMR010002
 Grade 5,22358,-,22358,Chanayeharzan,MMR010002
 Grade 6,9552,-,9552,Chanayeharzan,MMR010002
 Grade 7,8519,-,8519,Chanayeharzan,MMR010002
 Grade 8,11267,-,11267,Chanayeharzan,MMR010002
 Grade 9,13058,-,13058,Chanayeharzan,MMR010002
 Grade 10,15418,-,15418,Chanayeharzan,MMR010002
 Grade 11,22489,-,22489,Chanayeharzan,MMR010002
 College,12413,-,12413,Chanayeharzan,MMR010002
 Vocational training,964,-,964,Chanayeharzan,MMR010002
 Undergraduate diploma,1397,-,1397,Chanayeharzan,MMR010002
 Graduate,35238,-,35238,Chanayeharzan,MMR010002
 Postgraduate diploma,861,-,861,Chanayeharzan,MMR010002
 Master degree,1411,-,1411,Chanayeharzan,MMR010002
 PhD,323,-,323,Chanayeharzan,MMR010002
 Other,790,-,790,Chanayeharzan,MMR010002
 Total,187195,-,187195,Chanayeharzan,MMR010002
