Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),6488,3824,10312,Lashio,MMR015001
" Employee (Private, Org)",25366,11320,36686,Lashio,MMR015001
 Employer,2310,987,3297,Lashio,MMR015001
 Own account worker,41895,27069,68964,Lashio,MMR015001
 Contributing family worker,9990,12140,22130,Lashio,MMR015001
 Sought work,2834,1654,4488,Lashio,MMR015001
 Did not seek work,895,483,1378,Lashio,MMR015001
 Full time student,20443,22132,42575,Lashio,MMR015001
 Household work,3098,40776,43874,Lashio,MMR015001
" Pensioner, retired, elderly person",6759,9797,16556,Lashio,MMR015001
" Ill, disabled",931,794,1725,Lashio,MMR015001
 Other,6219,3524,9743,Lashio,MMR015001
 Total,127228,134500,261728,Lashio,MMR015001
