Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),979,312,1291,Tanaing,MMR001004
" Employee (Private, Org)",2885,912,3797,Tanaing,MMR001004
 Employer,532,157,689,Tanaing,MMR001004
 Own account worker,9358,4214,13572,Tanaing,MMR001004
 Contributing family worker,1761,2181,3942,Tanaing,MMR001004
 Sought work,403,194,597,Tanaing,MMR001004
 Did not seek work,29,19,48,Tanaing,MMR001004
 Full time student,3345,3377,6722,Tanaing,MMR001004
 Household work,225,5299,5524,Tanaing,MMR001004
" Pensioner, retired, elderly person",374,706,1080,Tanaing,MMR001004
" Ill, disabled",84,85,169,Tanaing,MMR001004
 Other,359,211,570,Tanaing,MMR001004
 Total,20334,17667,38001,Tanaing,MMR001004
