Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),2020,1033,3053,Ye,MMR011006
" Employee (Private, Org)",16646,5195,21841,Ye,MMR011006
 Employer,1547,453,2000,Ye,MMR011006
 Own account worker,17706,8456,26162,Ye,MMR011006
 Contributing family worker,3697,3491,7188,Ye,MMR011006
 Sought work,2378,1466,3844,Ye,MMR011006
 Did not seek work,1143,616,1759,Ye,MMR011006
 Full time student,8076,9001,17077,Ye,MMR011006
 Household work,886,27005,27891,Ye,MMR011006
" Pensioner, retired, elderly person",2439,3241,5680,Ye,MMR011006
" Ill, disabled",665,552,1217,Ye,MMR011006
 Other,3703,1559,5262,Ye,MMR011006
 Total,60906,62068,122974,Ye,MMR011006
