Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),616,718,1334,Mannaung,MMR017011
" Employee (Private, Org)",1439,289,1728,Mannaung,MMR017011
 Employer,687,211,898,Mannaung,MMR017011
 Own account worker,8885,2780,11665,Mannaung,MMR017011
 Contributing family worker,1542,2956,4498,Mannaung,MMR017011
 Sought work,753,663,1416,Mannaung,MMR017011
 Did not seek work,115,58,173,Mannaung,MMR017011
 Full time student,2541,3002,5543,Mannaung,MMR017011
 Household work,304,12331,12635,Mannaung,MMR017011
" Pensioner, retired, elderly person",1707,2709,4416,Mannaung,MMR017011
" Ill, disabled",191,211,402,Mannaung,MMR017011
 Other,2084,2059,4143,Mannaung,MMR017011
 Total,20864,27987,48851,Mannaung,MMR017011
