Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),1301,605,1906,Putao,MMR001014
" Employee (Private, Org)",2941,1755,4696,Putao,MMR001014
 Employer,113,60,173,Putao,MMR001014
 Own account worker,6229,2265,8494,Putao,MMR001014
 Contributing family worker,3099,2277,5376,Putao,MMR001014
 Sought work,572,323,895,Putao,MMR001014
 Did not seek work,346,172,518,Putao,MMR001014
 Full time student,5452,5850,11302,Putao,MMR001014
 Household work,856,8168,9024,Putao,MMR001014
" Pensioner, retired, elderly person",798,1229,2027,Putao,MMR001014
" Ill, disabled",204,246,450,Putao,MMR001014
 Other,208,109,317,Putao,MMR001014
 Total,22119,23059,45178,Putao,MMR001014
