Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),195,135,330,Minemaw,MMR015008
" Employee (Private, Org)",556,283,839,Minemaw,MMR015008
 Employer,455,247,702,Minemaw,MMR015008
 Own account worker,14468,10579,25047,Minemaw,MMR015008
 Contributing family worker,3437,4549,7986,Minemaw,MMR015008
 Sought work,677,455,1132,Minemaw,MMR015008
 Did not seek work,121,67,188,Minemaw,MMR015008
 Full time student,3224,2523,5747,Minemaw,MMR015008
 Household work,627,3259,3886,Minemaw,MMR015008
" Pensioner, retired, elderly person",1453,1523,2976,Minemaw,MMR015008
" Ill, disabled",59,56,115,Minemaw,MMR015008
 Other,1775,1517,3292,Minemaw,MMR015008
 Total,27047,25193,52240,Minemaw,MMR015008
