Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),5127,2672,7799,Lewe,MMR018007
" Employee (Private, Org)",33353,20251,53604,Lewe,MMR018007
 Employer,6157,2840,8997,Lewe,MMR018007
 Own account worker,30652,17748,48400,Lewe,MMR018007
 Contributing family worker,6165,16730,22895,Lewe,MMR018007
 Sought work,1555,1089,2644,Lewe,MMR018007
 Did not seek work,260,125,385,Lewe,MMR018007
 Full time student,17494,17079,34573,Lewe,MMR018007
 Household work,974,31359,32333,Lewe,MMR018007
" Pensioner, retired, elderly person",3707,5591,9298,Lewe,MMR018007
" Ill, disabled",852,774,1626,Lewe,MMR018007
 Other,2635,1496,4131,Lewe,MMR018007
 Total,108931,117754,226685,Lewe,MMR018007
