Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),2385,2083,4468,Mohnyin,MMR001007
" Employee (Private, Org)",12089,4009,16098,Mohnyin,MMR001007
 Employer,2053,660,2713,Mohnyin,MMR001007
 Own account worker,20501,9327,29828,Mohnyin,MMR001007
 Contributing family worker,5784,5925,11709,Mohnyin,MMR001007
 Sought work,1619,1206,2825,Mohnyin,MMR001007
 Did not seek work,261,125,386,Mohnyin,MMR001007
 Full time student,11273,13277,24550,Mohnyin,MMR001007
 Household work,654,23281,23935,Mohnyin,MMR001007
" Pensioner, retired, elderly person",2609,5019,7628,Mohnyin,MMR001007
" Ill, disabled",319,305,624,Mohnyin,MMR001007
 Other,3061,1058,4119,Mohnyin,MMR001007
 Total,62608,66275,128883,Mohnyin,MMR001007
