Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),115,40,155,Taungpyoletwe(ST),MMR012009
" Employee (Private, Org)",61,9,70,Taungpyoletwe(ST),MMR012009
 Employer,24,4,28,Taungpyoletwe(ST),MMR012009
 Own account worker,391,64,455,Taungpyoletwe(ST),MMR012009
 Contributing family worker,132,130,262,Taungpyoletwe(ST),MMR012009
 Sought work,40,27,67,Taungpyoletwe(ST),MMR012009
 Did not seek work,3,2,5,Taungpyoletwe(ST),MMR012009
 Full time student,190,114,304,Taungpyoletwe(ST),MMR012009
 Household work,10,481,491,Taungpyoletwe(ST),MMR012009
" Pensioner, retired, elderly person",10,25,35,Taungpyoletwe(ST),MMR012009
" Ill, disabled",3,5,8,Taungpyoletwe(ST),MMR012009
 Other,13,10,23,Taungpyoletwe(ST),MMR012009
 Total,992,911,1903,Taungpyoletwe(ST),MMR012009
