Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),117,63,180,Pansaung(ST),MMR005037
" Employee (Private, Org)",101,31,132,Pansaung(ST),MMR005037
 Employer,18,13,31,Pansaung(ST),MMR005037
 Own account worker,1188,336,1524,Pansaung(ST),MMR005037
 Contributing family worker,2447,2504,4951,Pansaung(ST),MMR005037
 Sought work,39,23,62,Pansaung(ST),MMR005037
 Did not seek work,9,7,16,Pansaung(ST),MMR005037
 Full time student,1648,1409,3057,Pansaung(ST),MMR005037
 Household work,95,856,951,Pansaung(ST),MMR005037
" Pensioner, retired, elderly person",124,202,326,Pansaung(ST),MMR005037
" Ill, disabled",48,61,109,Pansaung(ST),MMR005037
 Other,64,46,110,Pansaung(ST),MMR005037
 Total,5898,5551,11449,Pansaung(ST),MMR005037
