Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),681,506,1187,Saw,MMR009025
" Employee (Private, Org)",1867,888,2755,Saw,MMR009025
 Employer,117,79,196,Saw,MMR009025
 Own account worker,6287,3775,10062,Saw,MMR009025
 Contributing family worker,1824,3670,5494,Saw,MMR009025
 Sought work,242,405,647,Saw,MMR009025
 Did not seek work,20,10,30,Saw,MMR009025
 Full time student,1685,1964,3649,Saw,MMR009025
 Household work,93,2865,2958,Saw,MMR009025
" Pensioner, retired, elderly person",929,1171,2100,Saw,MMR009025
" Ill, disabled",130,124,254,Saw,MMR009025
 Other,207,108,315,Saw,MMR009025
 Total,14082,15565,29647,Saw,MMR009025
