Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),13274,3670,16944,Pyin Oo Lwin,MMR010008
" Employee (Private, Org)",27592,16468,44060,Pyin Oo Lwin,MMR010008
 Employer,2498,1248,3746,Pyin Oo Lwin,MMR010008
 Own account worker,26846,17012,43858,Pyin Oo Lwin,MMR010008
 Contributing family worker,7430,10543,17973,Pyin Oo Lwin,MMR010008
 Sought work,1725,1175,2900,Pyin Oo Lwin,MMR010008
 Did not seek work,501,360,861,Pyin Oo Lwin,MMR010008
 Full time student,16204,16154,32358,Pyin Oo Lwin,MMR010008
 Household work,928,31840,32768,Pyin Oo Lwin,MMR010008
" Pensioner, retired, elderly person",5408,6110,11518,Pyin Oo Lwin,MMR010008
" Ill, disabled",573,483,1056,Pyin Oo Lwin,MMR010008
 Other,5038,2878,7916,Pyin Oo Lwin,MMR010008
 Total,108017,107941,215958,Pyin Oo Lwin,MMR010008
