Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),8357,4967,13324,Myitkyina,MMR001001
" Employee (Private, Org)",23423,12643,36066,Myitkyina,MMR001001
 Employer,2816,1161,3977,Myitkyina,MMR001001
 Own account worker,32207,17578,49785,Myitkyina,MMR001001
 Contributing family worker,4430,4115,8545,Myitkyina,MMR001001
 Sought work,4614,2543,7157,Myitkyina,MMR001001
 Did not seek work,696,332,1028,Myitkyina,MMR001001
 Full time student,26715,29431,56146,Myitkyina,MMR001001
 Household work,3439,44511,47950,Myitkyina,MMR001001
" Pensioner, retired, elderly person",4992,8012,13004,Myitkyina,MMR001001
" Ill, disabled",989,938,1927,Myitkyina,MMR001001
 Other,6704,3939,10643,Myitkyina,MMR001001
 Total,119382,130170,249552,Myitkyina,MMR001001
 Employee (Government),909,796,1705,Waingmaw,MMR001002
" Employee (Private, Org)",6091,2444,8535,Waingmaw,MMR001002
 Employer,801,294,1095,Waingmaw,MMR001002
 Own account worker,15076,7267,22343,Waingmaw,MMR001002
 Contributing family worker,3778,3970,7748,Waingmaw,MMR001002
 Sought work,1335,654,1989,Waingmaw,MMR001002
 Did not seek work,127,72,199,Waingmaw,MMR001002
 Full time student,8161,8851,17012,Waingmaw,MMR001002
 Household work,1043,13309,14352,Waingmaw,MMR001002
" Pensioner, retired, elderly person",1346,2598,3944,Waingmaw,MMR001002
" Ill, disabled",325,339,664,Waingmaw,MMR001002
 Other,1513,1010,2523,Waingmaw,MMR001002
 Total,40505,41604,82109,Waingmaw,MMR001002
 Employee (Government),56,24,80,Ingyanyan,MMR001003
" Employee (Private, Org)",184,33,217,Ingyanyan,MMR001003
 Employer,31,2,33,Ingyanyan,MMR001003
 Own account worker,219,86,305,Ingyanyan,MMR001003
 Contributing family worker,89,233,322,Ingyanyan,MMR001003
 Sought work,1,1,2,Ingyanyan,MMR001003
 Full time student,127,132,259,Ingyanyan,MMR001003
 Household work,2,48,50,Ingyanyan,MMR001003
" Pensioner, retired, elderly person",9,21,30,Ingyanyan,MMR001003
" Ill, disabled",4,-,4,Ingyanyan,MMR001003
 Other,10,10,20,Ingyanyan,MMR001003
 Total,732,590,1322,Ingyanyan,MMR001003
 Employee (Government),979,312,1291,Tanaing,MMR001004
" Employee (Private, Org)",2885,912,3797,Tanaing,MMR001004
 Employer,532,157,689,Tanaing,MMR001004
 Own account worker,9358,4214,13572,Tanaing,MMR001004
 Contributing family worker,1761,2181,3942,Tanaing,MMR001004
 Sought work,403,194,597,Tanaing,MMR001004
 Did not seek work,29,19,48,Tanaing,MMR001004
 Full time student,3345,3377,6722,Tanaing,MMR001004
 Household work,225,5299,5524,Tanaing,MMR001004
" Pensioner, retired, elderly person",374,706,1080,Tanaing,MMR001004
" Ill, disabled",84,85,169,Tanaing,MMR001004
 Other,359,211,570,Tanaing,MMR001004
 Total,20334,17667,38001,Tanaing,MMR001004
 Employee (Government),498,152,650,Chiphwe,MMR001005
" Employee (Private, Org)",221,43,264,Chiphwe,MMR001005
 Employer,67,33,100,Chiphwe,MMR001005
 Own account worker,1394,749,2143,Chiphwe,MMR001005
 Contributing family worker,557,567,1124,Chiphwe,MMR001005
 Sought work,143,103,246,Chiphwe,MMR001005
 Did not seek work,42,45,87,Chiphwe,MMR001005
 Full time student,813,721,1534,Chiphwe,MMR001005
 Household work,190,1088,1278,Chiphwe,MMR001005
" Pensioner, retired, elderly person",109,177,286,Chiphwe,MMR001005
" Ill, disabled",17,25,42,Chiphwe,MMR001005
 Other,212,161,373,Chiphwe,MMR001005
 Total,4263,3864,8127,Chiphwe,MMR001005
 Employee (Government),67,53,120,Hsotlaw,MMR001006
" Employee (Private, Org)",74,28,102,Hsotlaw,MMR001006
 Employer,11,4,15,Hsotlaw,MMR001006
 Own account worker,929,627,1556,Hsotlaw,MMR001006
 Contributing family worker,555,485,1040,Hsotlaw,MMR001006
 Sought work,56,10,66,Hsotlaw,MMR001006
 Did not seek work,5,3,8,Hsotlaw,MMR001006
 Full time student,489,478,967,Hsotlaw,MMR001006
 Household work,29,409,438,Hsotlaw,MMR001006
" Pensioner, retired, elderly person",39,62,101,Hsotlaw,MMR001006
" Ill, disabled",17,15,32,Hsotlaw,MMR001006
 Other,90,49,139,Hsotlaw,MMR001006
 Total,2361,2223,4584,Hsotlaw,MMR001006
 Employee (Government),239,63,302,Hsinbo(ST),MMR001001
" Employee (Private, Org)",386,145,531,Hsinbo(ST),MMR001001
 Employer,136,18,154,Hsinbo(ST),MMR001001
 Own account worker,1817,811,2628,Hsinbo(ST),MMR001001
 Contributing family worker,717,462,1179,Hsinbo(ST),MMR001001
 Sought work,77,22,99,Hsinbo(ST),MMR001001
 Did not seek work,7,2,9,Hsinbo(ST),MMR001001
 Full time student,650,668,1318,Hsinbo(ST),MMR001001
 Household work,47,1406,1453,Hsinbo(ST),MMR001001
" Pensioner, retired, elderly person",111,218,329,Hsinbo(ST),MMR001001
" Ill, disabled",30,18,48,Hsinbo(ST),MMR001001
