Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),518,161,679,Indaw(ST),MMR014008
" Employee (Private, Org)",949,341,1290,Indaw(ST),MMR014008
 Employer,275,119,394,Indaw(ST),MMR014008
 Own account worker,7312,3002,10314,Indaw(ST),MMR014008
 Contributing family worker,3438,5762,9200,Indaw(ST),MMR014008
 Sought work,113,76,189,Indaw(ST),MMR014008
 Did not seek work,16,4,20,Indaw(ST),MMR014008
 Full time student,1343,1440,2783,Indaw(ST),MMR014008
 Household work,145,2789,2934,Indaw(ST),MMR014008
" Pensioner, retired, elderly person",489,674,1163,Indaw(ST),MMR014008
" Ill, disabled",94,100,194,Indaw(ST),MMR014008
 Other,624,136,760,Indaw(ST),MMR014008
 Total,15316,14604,29920,Indaw(ST),MMR014008
