Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),2616,2604,5220,Kyaukpadaung,MMR010020
" Employee (Private, Org)",16632,12565,29197,Kyaukpadaung,MMR010020
 Employer,2321,1007,3328,Kyaukpadaung,MMR010020
 Own account worker,31682,19472,51154,Kyaukpadaung,MMR010020
 Contributing family worker,9540,25176,34716,Kyaukpadaung,MMR010020
 Sought work,2110,1506,3616,Kyaukpadaung,MMR010020
 Did not seek work,235,143,378,Kyaukpadaung,MMR010020
 Full time student,15135,15834,30969,Kyaukpadaung,MMR010020
 Household work,1584,32064,33648,Kyaukpadaung,MMR010020
" Pensioner, retired, elderly person",5974,8768,14742,Kyaukpadaung,MMR010020
" Ill, disabled",747,690,1437,Kyaukpadaung,MMR010020
 Other,4635,2427,7062,Kyaukpadaung,MMR010020
 Total,93211,122256,215467,Kyaukpadaung,MMR010020
