Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),1818,1343,3161,Kyukme,MMR015012
" Employee (Private, Org)",9480,6267,15747,Kyukme,MMR015012
 Employer,2159,1120,3279,Kyukme,MMR015012
 Own account worker,17917,13360,31277,Kyukme,MMR015012
 Contributing family worker,5942,10739,16681,Kyukme,MMR015012
 Sought work,446,414,860,Kyukme,MMR015012
 Did not seek work,203,160,363,Kyukme,MMR015012
 Full time student,6092,7019,13111,Kyukme,MMR015012
 Household work,481,8985,9466,Kyukme,MMR015012
" Pensioner, retired, elderly person",2307,3620,5927,Kyukme,MMR015012
" Ill, disabled",344,372,716,Kyukme,MMR015012
 Other,2401,716,3117,Kyukme,MMR015012
 Total,49590,54115,103705,Kyukme,MMR015012
