Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),1217,460,1677,Momauk,MMR001012
" Employee (Private, Org)",1671,927,2598,Momauk,MMR001012
 Employer,1902,510,2412,Momauk,MMR001012
 Own account worker,3970,2974,6944,Momauk,MMR001012
 Contributing family worker,2241,3290,5531,Momauk,MMR001012
 Sought work,333,218,551,Momauk,MMR001012
 Did not seek work,29,21,50,Momauk,MMR001012
 Full time student,3038,3248,6286,Momauk,MMR001012
 Household work,263,3486,3749,Momauk,MMR001012
" Pensioner, retired, elderly person",673,1359,2032,Momauk,MMR001012
" Ill, disabled",153,171,324,Momauk,MMR001012
 Other,462,309,771,Momauk,MMR001012
 Total,15952,16973,32925,Momauk,MMR001012
