Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),1718,1664,3382,Twantay,MMR013027
" Employee (Private, Org)",27667,11827,39494,Twantay,MMR013027
 Employer,4025,1178,5203,Twantay,MMR013027
 Own account worker,24862,14599,39461,Twantay,MMR013027
 Contributing family worker,6517,9483,16000,Twantay,MMR013027
 Sought work,2468,1528,3996,Twantay,MMR013027
 Did not seek work,374,179,553,Twantay,MMR013027
 Full time student,14300,13792,28092,Twantay,MMR013027
 Household work,1092,33541,34633,Twantay,MMR013027
" Pensioner, retired, elderly person",3849,4897,8746,Twantay,MMR013027
" Ill, disabled",988,769,1757,Twantay,MMR013027
 Other,1649,721,2370,Twantay,MMR013027
 Total,89509,94178,183687,Twantay,MMR013027
