Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),1359,1198,2557,Kyauktan,MMR013024
" Employee (Private, Org)",20647,7754,28401,Kyauktan,MMR013024
 Employer,3356,712,4068,Kyauktan,MMR013024
 Own account worker,11579,4750,16329,Kyauktan,MMR013024
 Contributing family worker,2587,3930,6517,Kyauktan,MMR013024
 Sought work,1818,1210,3028,Kyauktan,MMR013024
 Did not seek work,360,259,619,Kyauktan,MMR013024
 Full time student,7037,6742,13779,Kyauktan,MMR013024
 Household work,692,27342,28034,Kyauktan,MMR013024
" Pensioner, retired, elderly person",2401,3174,5575,Kyauktan,MMR013024
" Ill, disabled",496,334,830,Kyauktan,MMR013024
 Other,1249,451,1700,Kyauktan,MMR013024
 Total,53581,57856,111437,Kyauktan,MMR013024
