Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),1397,895,2292,Phekon,MMR014010
" Employee (Private, Org)",2669,1355,4024,Phekon,MMR014010
 Employer,1213,514,1727,Phekon,MMR014010
 Own account worker,16400,10861,27261,Phekon,MMR014010
 Contributing family worker,7228,11244,18472,Phekon,MMR014010
 Sought work,382,388,770,Phekon,MMR014010
 Did not seek work,43,20,63,Phekon,MMR014010
 Full time student,7010,7158,14168,Phekon,MMR014010
 Household work,313,4177,4490,Phekon,MMR014010
" Pensioner, retired, elderly person",849,1178,2027,Phekon,MMR014010
" Ill, disabled",195,212,407,Phekon,MMR014010
 Other,888,334,1222,Phekon,MMR014010
 Total,38587,38336,76923,Phekon,MMR014010
