Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),2605,1904,4509,Gangaw,MMR009023
" Employee (Private, Org)",8415,4596,13011,Gangaw,MMR009023
 Employer,1268,534,1802,Gangaw,MMR009023
 Own account worker,20823,10803,31626,Gangaw,MMR009023
 Contributing family worker,5590,9567,15157,Gangaw,MMR009023
 Sought work,1318,1442,2760,Gangaw,MMR009023
 Did not seek work,176,115,291,Gangaw,MMR009023
 Full time student,7033,7962,14995,Gangaw,MMR009023
 Household work,332,16567,16899,Gangaw,MMR009023
" Pensioner, retired, elderly person",2867,3870,6737,Gangaw,MMR009023
" Ill, disabled",622,626,1248,Gangaw,MMR009023
 Other,1284,568,1852,Gangaw,MMR009023
 Total,52333,58554,110887,Gangaw,MMR009023
