Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),4196,2640,6836,Amarapura,MMR010006
" Employee (Private, Org)",38550,23476,62026,Amarapura,MMR010006
 Employer,2820,1549,4369,Amarapura,MMR010006
 Own account worker,17598,17494,35092,Amarapura,MMR010006
 Contributing family worker,2976,4686,7662,Amarapura,MMR010006
 Sought work,1470,884,2354,Amarapura,MMR010006
 Did not seek work,406,198,604,Amarapura,MMR010006
 Full time student,11735,12097,23832,Amarapura,MMR010006
 Household work,1037,30053,31090,Amarapura,MMR010006
" Pensioner, retired, elderly person",5602,6934,12536,Amarapura,MMR010006
" Ill, disabled",761,667,1428,Amarapura,MMR010006
 Other,7792,3416,11208,Amarapura,MMR010006
 Total,94943,104094,199037,Amarapura,MMR010006
