Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),2648,2044,4692,Thayet,MMR009012
" Employee (Private, Org)",3655,2032,5687,Thayet,MMR009012
 Employer,594,235,829,Thayet,MMR009012
 Own account worker,17173,11812,28985,Thayet,MMR009012
 Contributing family worker,4966,8309,13275,Thayet,MMR009012
 Sought work,939,908,1847,Thayet,MMR009012
 Did not seek work,91,55,146,Thayet,MMR009012
 Full time student,4304,4496,8800,Thayet,MMR009012
 Household work,453,11415,11868,Thayet,MMR009012
" Pensioner, retired, elderly person",3112,4089,7201,Thayet,MMR009012
" Ill, disabled",301,335,636,Thayet,MMR009012
 Other,3505,1878,5383,Thayet,MMR009012
 Total,41741,47608,89349,Thayet,MMR009012
