Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),2836,2770,5606,Bahan,MMR013044
" Employee (Private, Org)",13890,11752,25642,Bahan,MMR013044
 Employer,1674,964,2638,Bahan,MMR013044
 Own account worker,6059,4616,10675,Bahan,MMR013044
 Contributing family worker,1139,1226,2365,Bahan,MMR013044
 Sought work,1235,745,1980,Bahan,MMR013044
 Did not seek work,183,130,313,Bahan,MMR013044
 Full time student,5626,5386,11012,Bahan,MMR013044
 Household work,610,12585,13195,Bahan,MMR013044
" Pensioner, retired, elderly person",3080,3947,7027,Bahan,MMR013044
" Ill, disabled",217,275,492,Bahan,MMR013044
 Other,4892,2629,7521,Bahan,MMR013044
 Total,41441,47025,88466,Bahan,MMR013044
