Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),2432,2949,5381,Maubin,MMR017019
" Employee (Private, Org)",32510,16956,49466,Maubin,MMR017019
 Employer,8584,3505,12089,Maubin,MMR017019
 Own account worker,34538,17317,51855,Maubin,MMR017019
 Contributing family worker,10175,13385,23560,Maubin,MMR017019
 Sought work,2244,1508,3752,Maubin,MMR017019
 Did not seek work,310,196,506,Maubin,MMR017019
 Full time student,18187,18763,36950,Maubin,MMR017019
 Household work,1228,44902,46130,Maubin,MMR017019
" Pensioner, retired, elderly person",5015,7238,12253,Maubin,MMR017019
" Ill, disabled",1097,1065,2162,Maubin,MMR017019
 Other,5345,2765,8110,Maubin,MMR017019
 Total,121665,130549,252214,Maubin,MMR017019
