Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),1545,2179,3724,Paung,MMR011008
" Employee (Private, Org)",20689,4361,25050,Paung,MMR011008
 Employer,4307,894,5201,Paung,MMR011008
 Own account worker,16466,7169,23635,Paung,MMR011008
 Contributing family worker,3839,3638,7477,Paung,MMR011008
 Sought work,4472,2363,6835,Paung,MMR011008
 Did not seek work,1000,756,1756,Paung,MMR011008
 Full time student,12296,13176,25472,Paung,MMR011008
 Household work,1402,43775,45177,Paung,MMR011008
" Pensioner, retired, elderly person",4748,6009,10757,Paung,MMR011008
" Ill, disabled",1129,909,2038,Paung,MMR011008
 Other,10312,5541,15853,Paung,MMR011008
 Total,82205,90770,172975,Paung,MMR011008
