Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),2522,3929,6451,Tamway,MMR013015
" Employee (Private, Org)",19723,14874,34597,Tamway,MMR013015
 Employer,2493,1217,3710,Tamway,MMR013015
 Own account worker,13476,7217,20693,Tamway,MMR013015
 Contributing family worker,2685,1942,4627,Tamway,MMR013015
 Sought work,2694,1743,4437,Tamway,MMR013015
 Did not seek work,531,356,887,Tamway,MMR013015
 Full time student,10513,10223,20736,Tamway,MMR013015
 Household work,868,30607,31475,Tamway,MMR013015
" Pensioner, retired, elderly person",5971,7016,12987,Tamway,MMR013015
" Ill, disabled",482,458,940,Tamway,MMR013015
 Other,3785,2663,6448,Tamway,MMR013015
 Total,65743,82245,147988,Tamway,MMR013015
