Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),88,102,190,Minelon(ST),MMR015012
" Employee (Private, Org)",1234,898,2132,Minelon(ST),MMR015012
 Employer,181,145,326,Minelon(ST),MMR015012
 Own account worker,4465,3343,7808,Minelon(ST),MMR015012
 Contributing family worker,1231,1805,3036,Minelon(ST),MMR015012
 Sought work,72,90,162,Minelon(ST),MMR015012
 Did not seek work,28,18,46,Minelon(ST),MMR015012
 Full time student,974,1200,2174,Minelon(ST),MMR015012
 Household work,110,2127,2237,Minelon(ST),MMR015012
" Pensioner, retired, elderly person",385,634,1019,Minelon(ST),MMR015012
" Ill, disabled",46,50,96,Minelon(ST),MMR015012
 Other,598,246,844,Minelon(ST),MMR015012
 Total,9412,10658,20070,Minelon(ST),MMR015012
