Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),2663,2145,4808,Aunglan,MMR009016
" Employee (Private, Org)",19330,12318,31648,Aunglan,MMR009016
 Employer,3151,1302,4453,Aunglan,MMR009016
 Own account worker,33399,17129,50528,Aunglan,MMR009016
 Contributing family worker,9312,15279,24591,Aunglan,MMR009016
 Sought work,1554,1304,2858,Aunglan,MMR009016
 Did not seek work,213,157,370,Aunglan,MMR009016
 Full time student,10435,10707,21142,Aunglan,MMR009016
 Household work,1039,32113,33152,Aunglan,MMR009016
" Pensioner, retired, elderly person",5784,8446,14230,Aunglan,MMR009016
" Ill, disabled",779,716,1495,Aunglan,MMR009016
 Other,4628,2808,7436,Aunglan,MMR009016
 Total,92287,104424,196711,Aunglan,MMR009016
