Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),1948,1163,3111,Kyangin,MMR017012
" Employee (Private, Org)",8312,4376,12688,Kyangin,MMR017012
 Employer,1637,516,2153,Kyangin,MMR017012
 Own account worker,13133,6574,19707,Kyangin,MMR017012
 Contributing family worker,2065,3623,5688,Kyangin,MMR017012
 Sought work,1167,905,2072,Kyangin,MMR017012
 Did not seek work,133,117,250,Kyangin,MMR017012
 Full time student,3497,3659,7156,Kyangin,MMR017012
 Household work,524,17535,18059,Kyangin,MMR017012
" Pensioner, retired, elderly person",2474,3114,5588,Kyangin,MMR017012
" Ill, disabled",310,300,610,Kyangin,MMR017012
 Other,3463,1902,5365,Kyangin,MMR017012
 Total,38663,43784,82447,Kyangin,MMR017012
