Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),5876,4887,10763,Pyay,MMR008001
" Employee (Private, Org)",25193,12796,37989,Pyay,MMR008001
 Employer,3360,1301,4661,Pyay,MMR008001
 Own account worker,29402,14948,44350,Pyay,MMR008001
 Contributing family worker,5790,6651,12441,Pyay,MMR008001
 Sought work,2739,2014,4753,Pyay,MMR008001
 Did not seek work,552,366,918,Pyay,MMR008001
 Full time student,13468,14238,27706,Pyay,MMR008001
 Household work,1262,44909,46171,Pyay,MMR008001
" Pensioner, retired, elderly person",6626,8390,15016,Pyay,MMR008001
" Ill, disabled",773,662,1435,Pyay,MMR008001
 Other,7993,4658,12651,Pyay,MMR008001
 Total,103034,115820,218854,Pyay,MMR008001
