Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),366,229,595,Tonzaung,MMR004005
" Employee (Private, Org)",234,50,284,Tonzaung,MMR004005
 Employer,22,4,26,Tonzaung,MMR004005
 Own account worker,1985,1183,3168,Tonzaung,MMR004005
 Contributing family worker,1194,1058,2252,Tonzaung,MMR004005
 Sought work,353,171,524,Tonzaung,MMR004005
 Did not seek work,100,60,160,Tonzaung,MMR004005
 Full time student,1832,1914,3746,Tonzaung,MMR004005
 Household work,135,2097,2232,Tonzaung,MMR004005
" Pensioner, retired, elderly person",302,431,733,Tonzaung,MMR004005
" Ill, disabled",86,107,193,Tonzaung,MMR004005
 Other,199,128,327,Tonzaung,MMR004005
 Total,6808,7432,14240,Tonzaung,MMR004005
