Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),826,268,1094,Mineye`,MMR015003
" Employee (Private, Org)",888,342,1230,Mineye`,MMR015003
 Employer,245,82,327,Mineye`,MMR015003
 Own account worker,10895,5711,16606,Mineye`,MMR015003
 Contributing family worker,4622,6485,11107,Mineye`,MMR015003
 Sought work,221,181,402,Mineye`,MMR015003
 Did not seek work,105,43,148,Mineye`,MMR015003
 Full time student,1500,1618,3118,Mineye`,MMR015003
 Household work,253,7626,7879,Mineye`,MMR015003
" Pensioner, retired, elderly person",879,1149,2028,Mineye`,MMR015003
" Ill, disabled",138,136,274,Mineye`,MMR015003
 Other,1716,1013,2729,Mineye`,MMR015003
 Total,22288,24654,46942,Mineye`,MMR015003
