Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Employee (Government),291,34,325,Kanpaikti(ST),MMR001002
" Employee (Private, Org)",221,135,356,Kanpaikti(ST),MMR001002
 Employer,32,9,41,Kanpaikti(ST),MMR001002
 Own account worker,1190,311,1501,Kanpaikti(ST),MMR001002
 Contributing family worker,691,949,1640,Kanpaikti(ST),MMR001002
 Sought work,159,100,259,Kanpaikti(ST),MMR001002
 Did not seek work,11,14,25,Kanpaikti(ST),MMR001002
 Full time student,612,531,1143,Kanpaikti(ST),MMR001002
 Household work,134,863,997,Kanpaikti(ST),MMR001002
" Pensioner, retired, elderly person",86,131,217,Kanpaikti(ST),MMR001002
" Ill, disabled",15,16,31,Kanpaikti(ST),MMR001002
 Other,157,101,258,Kanpaikti(ST),MMR001002
 Total,3599,3194,6793,Kanpaikti(ST),MMR001002
