Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),21990,72929,94919,Mohnyin,MMR001007
 Associate Scrutiny Card (blue),108,56,164,Mohnyin,MMR001007
 Naturalised Scrutiny Card (green),119,218,337,Mohnyin,MMR001007
 National Registration Card (3-fold),211,1162,1373,Mohnyin,MMR001007
 Religious card,167,814,981,Mohnyin,MMR001007
 Temporary Registration Card (white),78,555,633,Mohnyin,MMR001007
 Foreign Registration Card (FRC),4,5,9,Mohnyin,MMR001007
 Foreign Passport,10,20,30,Mohnyin,MMR001007
 None,5233,25204,30437,Mohnyin,MMR001007
 Child under 10 years,5370,26345,31715,Mohnyin,MMR001007
 Total,33290,127308,160598,Mohnyin,MMR001007
