Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),12643,98292,110935,Homalin,MMR005034
 Associate Scrutiny Card (blue),2,92,94,Homalin,MMR005034
 Naturalised Scrutiny Card (green),16,285,301,Homalin,MMR005034
 National Registration Card (3-fold),92,1865,1957,Homalin,MMR005034
 Religious card,92,629,721,Homalin,MMR005034
 Temporary Registration Card (white),67,941,1008,Homalin,MMR005034
 Foreign Registration Card (FRC),-,44,44,Homalin,MMR005034
 Foreign Passport,4,67,71,Homalin,MMR005034
 None,4356,77900,82256,Homalin,MMR005034
 Child under 10 years,3948,56871,60819,Homalin,MMR005034
 Total,21220,236986,258206,Homalin,MMR005034
