Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),53223,147363,200586,Hinthada,MMR017008
 Associate Scrutiny Card (blue),243,68,311,Hinthada,MMR017008
 Naturalised Scrutiny Card (green),290,289,579,Hinthada,MMR017008
 National Registration Card (3-fold),483,1669,2152,Hinthada,MMR017008
 Religious card,1021,745,1766,Hinthada,MMR017008
 Temporary Registration Card (white),159,213,372,Hinthada,MMR017008
 Foreign Registration Card (FRC),51,5,56,Hinthada,MMR017008
 Foreign Passport,13,34,47,Hinthada,MMR017008
 None,16177,59304,75481,Hinthada,MMR017008
 Child under 10 years,12102,44983,57085,Hinthada,MMR017008
 Total,83762,254673,338435,Hinthada,MMR017008
