Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),5837,63260,69097,Kawhmu,MMR013028
 Associate Scrutiny Card (blue),1,21,22,Kawhmu,MMR013028
 Naturalised Scrutiny Card (green),6,111,117,Kawhmu,MMR013028
 National Registration Card (3-fold),77,695,772,Kawhmu,MMR013028
 Religious card,55,486,541,Kawhmu,MMR013028
 Temporary Registration Card (white),3,164,167,Kawhmu,MMR013028
 Foreign Registration Card (FRC),-,5,5,Kawhmu,MMR013028
 Foreign Passport,-,16,16,Kawhmu,MMR013028
 None,1271,24965,26236,Kawhmu,MMR013028
 Child under 10 years,1350,20727,22077,Kawhmu,MMR013028
 Total,8600,110450,119050,Kawhmu,MMR013028
