Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),3965,48768,52733,Dimawso,MMR002002
 Associate Scrutiny Card (blue),1,40,41,Dimawso,MMR002002
 Naturalised Scrutiny Card (green),3,144,147,Dimawso,MMR002002
 National Registration Card (3-fold),9,127,136,Dimawso,MMR002002
 Religious card,2,82,84,Dimawso,MMR002002
 Temporary Registration Card (white),-,20,20,Dimawso,MMR002002
 Foreign Registration Card (FRC),1,16,17,Dimawso,MMR002002
 Foreign Passport,-,8,8,Dimawso,MMR002002
 None,246,5009,5255,Dimawso,MMR002002
 Child under 10 years,1394,19366,20760,Dimawso,MMR002002
 Total,5621,73580,79201,Dimawso,MMR002002
