Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),117118,-,117118,South Okkalapa,MMR013011
 Associate Scrutiny Card (blue),225,-,225,South Okkalapa,MMR013011
 Naturalised Scrutiny Card (green),796,-,796,South Okkalapa,MMR013011
 National Registration Card (3-fold),2538,-,2538,South Okkalapa,MMR013011
 Religious card,1791,-,1791,South Okkalapa,MMR013011
 Temporary Registration Card (white),1227,-,1227,South Okkalapa,MMR013011
 Foreign Registration Card (FRC),96,-,96,South Okkalapa,MMR013011
 Foreign Passport,120,-,120,South Okkalapa,MMR013011
 None,20304,-,20304,South Okkalapa,MMR013011
 Child under 10 years,16911,-,16911,South Okkalapa,MMR013011
 Total,161126,-,161126,South Okkalapa,MMR013011
