Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),7057,10433,17490,Mone`,MMR014019
 Associate Scrutiny Card (blue),2,2,4,Mone`,MMR014019
 Naturalised Scrutiny Card (green),5,19,24,Mone`,MMR014019
 National Registration Card (3-fold),25,133,158,Mone`,MMR014019
 Religious card,38,42,80,Mone`,MMR014019
 Temporary Registration Card (white),4,73,77,Mone`,MMR014019
 Foreign Registration Card (FRC),-,3,3,Mone`,MMR014019
 Foreign Passport,-,8,8,Mone`,MMR014019
 None,945,3881,4826,Mone`,MMR014019
 Child under 10 years,1691,4279,5970,Mone`,MMR014019
 Total,9767,18873,28640,Mone`,MMR014019
