Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),2425,13568,15993,Parsaung,MMR002006
 Associate Scrutiny Card (blue),-,8,8,Parsaung,MMR002006
 Naturalised Scrutiny Card (green),2,47,49,Parsaung,MMR002006
 National Registration Card (3-fold),9,351,360,Parsaung,MMR002006
 Religious card,10,9,19,Parsaung,MMR002006
 Temporary Registration Card (white),1,19,20,Parsaung,MMR002006
 Foreign Registration Card (FRC),1,9,10,Parsaung,MMR002006
 Foreign Passport,-,13,13,Parsaung,MMR002006
 None,107,3237,3344,Parsaung,MMR002006
 Child under 10 years,593,5185,5778,Parsaung,MMR002006
 Total,3148,22446,25594,Parsaung,MMR002006
