Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),4830,76930,81760,Thapaung,MMR017003
 Associate Scrutiny Card (blue),22,31,53,Thapaung,MMR017003
 Naturalised Scrutiny Card (green),22,113,135,Thapaung,MMR017003
 National Registration Card (3-fold),20,829,849,Thapaung,MMR017003
 Religious card,67,311,378,Thapaung,MMR017003
 Temporary Registration Card (white),8,107,115,Thapaung,MMR017003
 Foreign Registration Card (FRC),4,4,8,Thapaung,MMR017003
 Foreign Passport,1,57,58,Thapaung,MMR017003
 None,1170,38373,39543,Thapaung,MMR017003
 Child under 10 years,1156,30345,31501,Thapaung,MMR017003
 Total,7300,147100,154400,Thapaung,MMR017003
