Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),3309,7175,10484,Kamine(ST),MMR001009
 Associate Scrutiny Card (blue),3,4,7,Kamine(ST),MMR001009
 Naturalised Scrutiny Card (green),18,12,30,Kamine(ST),MMR001009
 National Registration Card (3-fold),36,92,128,Kamine(ST),MMR001009
 Religious card,26,28,54,Kamine(ST),MMR001009
 Temporary Registration Card (white),81,86,167,Kamine(ST),MMR001009
 Foreign Passport,-,1,1,Kamine(ST),MMR001009
 None,887,2939,3826,Kamine(ST),MMR001009
 Child under 10 years,1374,3359,4733,Kamine(ST),MMR001009
 Total,5734,13696,19430,Kamine(ST),MMR001009
