Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),3929,68318,72247,Salingyi,MMR005018
 Associate Scrutiny Card (blue),-,17,17,Salingyi,MMR005018
 Naturalised Scrutiny Card (green),6,153,159,Salingyi,MMR005018
 National Registration Card (3-fold),85,3778,3863,Salingyi,MMR005018
 Religious card,35,456,491,Salingyi,MMR005018
 Temporary Registration Card (white),13,75,88,Salingyi,MMR005018
 Foreign Passport,-,488,488,Salingyi,MMR005018
 None,649,24448,25097,Salingyi,MMR005018
 Child under 10 years,836,18522,19358,Salingyi,MMR005018
 Total,5553,116255,121808,Salingyi,MMR005018
