Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),13089,104841,117930,Myitthar,MMR010015
 Associate Scrutiny Card (blue),-,34,34,Myitthar,MMR010015
 Naturalised Scrutiny Card (green),10,205,215,Myitthar,MMR010015
 National Registration Card (3-fold),36,489,525,Myitthar,MMR010015
 Religious card,95,546,641,Myitthar,MMR010015
 Temporary Registration Card (white),19,271,290,Myitthar,MMR010015
 Foreign Registration Card (FRC),-,10,10,Myitthar,MMR010015
 Foreign Passport,4,26,30,Myitthar,MMR010015
 None,3130,38856,41986,Myitthar,MMR010015
 Child under 10 years,2959,31009,33968,Myitthar,MMR010015
 Total,19342,176287,195629,Myitthar,MMR010015
