Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),38543,53794,92337,Loikaw,MMR002001
 Associate Scrutiny Card (blue),107,62,169,Loikaw,MMR002001
 Naturalised Scrutiny Card (green),176,183,359,Loikaw,MMR002001
 National Registration Card (3-fold),419,352,771,Loikaw,MMR002001
 Religious card,256,209,465,Loikaw,MMR002001
 Temporary Registration Card (white),26,38,64,Loikaw,MMR002001
 Foreign Registration Card (FRC),9,5,14,Loikaw,MMR002001
 Foreign Passport,12,34,46,Loikaw,MMR002001
 None,3173,4464,7637,Loikaw,MMR002001
 Child under 10 years,8628,17911,26539,Loikaw,MMR002001
 Total,51349,77052,128401,Loikaw,MMR002001
