Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),14889,60202,75091,Thayet,MMR009012
 Associate Scrutiny Card (blue),16,10,26,Thayet,MMR009012
 Naturalised Scrutiny Card (green),55,78,133,Thayet,MMR009012
 National Registration Card (3-fold),140,948,1088,Thayet,MMR009012
 Religious card,133,330,463,Thayet,MMR009012
 Temporary Registration Card (white),23,68,91,Thayet,MMR009012
 Foreign Registration Card (FRC),50,59,109,Thayet,MMR009012
 Foreign Passport,3,8,11,Thayet,MMR009012
 None,2204,10133,12337,Thayet,MMR009012
 Child under 10 years,2738,12260,14998,Thayet,MMR009012
 Total,20251,84096,104347,Thayet,MMR009012
