Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),2867,11461,14328,Kehsi,MMR014015
 Associate Scrutiny Card (blue),2,10,12,Kehsi,MMR014015
 Naturalised Scrutiny Card (green),13,22,35,Kehsi,MMR014015
 National Registration Card (3-fold),25,148,173,Kehsi,MMR014015
 Religious card,18,102,120,Kehsi,MMR014015
 Temporary Registration Card (white),2,16,18,Kehsi,MMR014015
 Foreign Registration Card (FRC),5,-,5,Kehsi,MMR014015
 Foreign Passport,-,11,11,Kehsi,MMR014015
 None,554,19407,19961,Kehsi,MMR014015
 Child under 10 years,796,9041,9837,Kehsi,MMR014015
 Total,4282,40218,44500,Kehsi,MMR014015
