Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),2148,28625,30773,Shwethaungyan(ST),MMR017001
 Associate Scrutiny Card (blue),-,17,17,Shwethaungyan(ST),MMR017001
 Naturalised Scrutiny Card (green),-,42,42,Shwethaungyan(ST),MMR017001
 National Registration Card (3-fold),4,92,96,Shwethaungyan(ST),MMR017001
 Religious card,12,80,92,Shwethaungyan(ST),MMR017001
 Temporary Registration Card (white),2,38,40,Shwethaungyan(ST),MMR017001
 Foreign Registration Card (FRC),-,2,2,Shwethaungyan(ST),MMR017001
 Foreign Passport,1,87,88,Shwethaungyan(ST),MMR017001
 None,414,9311,9725,Shwethaungyan(ST),MMR017001
 Child under 10 years,599,8064,8663,Shwethaungyan(ST),MMR017001
 Total,3180,46358,49538,Shwethaungyan(ST),MMR017001
