Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),15442,60568,76010,Mogaung,MMR001008
 Associate Scrutiny Card (blue),131,104,235,Mogaung,MMR001008
 Naturalised Scrutiny Card (green),133,153,286,Mogaung,MMR001008
 National Registration Card (3-fold),119,579,698,Mogaung,MMR001008
 Religious card,97,353,450,Mogaung,MMR001008
 Temporary Registration Card (white),157,253,410,Mogaung,MMR001008
 Foreign Registration Card (FRC),17,13,30,Mogaung,MMR001008
 Foreign Passport,6,15,21,Mogaung,MMR001008
 None,4402,22473,26875,Mogaung,MMR001008
 Child under 10 years,4508,23085,27593,Mogaung,MMR001008
 Total,25012,107596,132608,Mogaung,MMR001008
