Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),22015,82412,104427,Daik U,MMR007007
 Associate Scrutiny Card (blue),59,68,127,Daik U,MMR007007
 Naturalised Scrutiny Card (green),109,299,408,Daik U,MMR007007
 National Registration Card (3-fold),304,792,1096,Daik U,MMR007007
 Religious card,270,690,960,Daik U,MMR007007
 Temporary Registration Card (white),64,366,430,Daik U,MMR007007
 Foreign Registration Card (FRC),5,-,5,Daik U,MMR007007
 Foreign Passport,6,26,32,Daik U,MMR007007
 None,8696,45291,53987,Daik U,MMR007007
 Child under 10 years,6949,34109,41058,Daik U,MMR007007
 Total,38477,164053,202530,Daik U,MMR007007
