Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),3030,16062,19092,Bokepyin,MMR006010
 Associate Scrutiny Card (blue),1,26,27,Bokepyin,MMR006010
 Naturalised Scrutiny Card (green),24,126,150,Bokepyin,MMR006010
 National Registration Card (3-fold),171,1585,1756,Bokepyin,MMR006010
 Religious card,32,68,100,Bokepyin,MMR006010
 Temporary Registration Card (white),5,344,349,Bokepyin,MMR006010
 Foreign Registration Card (FRC),-,1,1,Bokepyin,MMR006010
 Foreign Passport,1,10,11,Bokepyin,MMR006010
 None,1061,12562,13623,Bokepyin,MMR006010
 Child under 10 years,1059,10653,11712,Bokepyin,MMR006010
 Total,5384,41437,46821,Bokepyin,MMR006010
