Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),51902,94193,146095,Thanlyin,MMR013023
 Associate Scrutiny Card (blue),104,110,214,Thanlyin,MMR013023
 Naturalised Scrutiny Card (green),1623,3807,5430,Thanlyin,MMR013023
 National Registration Card (3-fold),2499,3819,6318,Thanlyin,MMR013023
 Religious card,994,936,1930,Thanlyin,MMR013023
 Temporary Registration Card (white),434,870,1304,Thanlyin,MMR013023
 Foreign Registration Card (FRC),40,7,47,Thanlyin,MMR013023
 Foreign Passport,46,55,101,Thanlyin,MMR013023
 None,16733,45997,62730,Thanlyin,MMR013023
 Child under 10 years,11690,32204,43894,Thanlyin,MMR013023
 Total,86065,181998,268063,Thanlyin,MMR013023
