Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),18775,85767,104542,Labutta,MMR017016
 Associate Scrutiny Card (blue),59,46,105,Labutta,MMR017016
 Naturalised Scrutiny Card (green),37,120,157,Labutta,MMR017016
 National Registration Card (3-fold),156,748,904,Labutta,MMR017016
 Religious card,197,400,597,Labutta,MMR017016
 Temporary Registration Card (white),18,129,147,Labutta,MMR017016
 Foreign Registration Card (FRC),10,-,10,Labutta,MMR017016
 Foreign Passport,4,31,35,Labutta,MMR017016
 None,7012,67236,74248,Labutta,MMR017016
 Child under 10 years,4906,44278,49184,Labutta,MMR017016
 Total,31174,198755,229929,Labutta,MMR017016
