Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),9835,87856,97691,Kawa,MMR007003
 Associate Scrutiny Card (blue),13,43,56,Kawa,MMR007003
 Naturalised Scrutiny Card (green),406,1367,1773,Kawa,MMR007003
 National Registration Card (3-fold),108,825,933,Kawa,MMR007003
 Religious card,51,487,538,Kawa,MMR007003
 Temporary Registration Card (white),68,281,349,Kawa,MMR007003
 Foreign Registration Card (FRC),4,2,6,Kawa,MMR007003
 Foreign Passport,1,30,31,Kawa,MMR007003
 None,3796,49283,53079,Kawa,MMR007003
 Child under 10 years,3114,39793,42907,Kawa,MMR007003
 Total,17396,179967,197363,Kawa,MMR007003
