Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),5565,20526,26091,Buthidaung,MMR012010
 Associate Scrutiny Card (blue),3,13,16,Buthidaung,MMR012010
 Naturalised Scrutiny Card (green),420,35,455,Buthidaung,MMR012010
 National Registration Card (3-fold),18,67,85,Buthidaung,MMR012010
 Religious card,79,116,195,Buthidaung,MMR012010
 Temporary Registration Card (white),219,1022,1241,Buthidaung,MMR012010
 Foreign Registration Card (FRC),10,54,64,Buthidaung,MMR012010
 Foreign Passport,6,13,19,Buthidaung,MMR012010
 None,1604,13124,14728,Buthidaung,MMR012010
 Child under 10 years,1788,10863,12651,Buthidaung,MMR012010
 Total,9712,45833,55545,Buthidaung,MMR012010
