Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),18049,91498,109547,Paung,MMR011008
 Associate Scrutiny Card (blue),2,75,77,Paung,MMR011008
 Naturalised Scrutiny Card (green),211,2423,2634,Paung,MMR011008
 National Registration Card (3-fold),315,4894,5209,Paung,MMR011008
 Religious card,183,973,1156,Paung,MMR011008
 Temporary Registration Card (white),55,279,334,Paung,MMR011008
 Foreign Registration Card (FRC),1,11,12,Paung,MMR011008
 Foreign Passport,6,40,46,Paung,MMR011008
 None,5264,48696,53960,Paung,MMR011008
 Child under 10 years,5348,40136,45484,Paung,MMR011008
 Total,29434,189025,218459,Paung,MMR011008
