Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),6353,18059,24412,Momauk,MMR001012
 Associate Scrutiny Card (blue),20,47,67,Momauk,MMR001012
 Naturalised Scrutiny Card (green),31,51,82,Momauk,MMR001012
 National Registration Card (3-fold),38,469,507,Momauk,MMR001012
 Religious card,47,108,155,Momauk,MMR001012
 Temporary Registration Card (white),31,157,188,Momauk,MMR001012
 Foreign Registration Card (FRC),-,1,1,Momauk,MMR001012
 Foreign Passport,2,51,53,Momauk,MMR001012
 None,1660,5800,7460,Momauk,MMR001012
 Child under 10 years,2559,6078,8637,Momauk,MMR001012
 Total,10741,30821,41562,Momauk,MMR001012
