Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),23587,-,23587,Pabedan,MMR013034
 Associate Scrutiny Card (blue),663,-,663,Pabedan,MMR013034
 Naturalised Scrutiny Card (green),827,-,827,Pabedan,MMR013034
 National Registration Card (3-fold),871,-,871,Pabedan,MMR013034
 Religious card,65,-,65,Pabedan,MMR013034
 Temporary Registration Card (white),160,-,160,Pabedan,MMR013034
 Foreign Registration Card (FRC),263,-,263,Pabedan,MMR013034
 Foreign Passport,303,-,303,Pabedan,MMR013034
 None,3009,-,3009,Pabedan,MMR013034
 Child under 10 years,3588,-,3588,Pabedan,MMR013034
 Total,33336,-,33336,Pabedan,MMR013034
