Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),1530,11398,12928,Sami(ST),MMR004009
 Associate Scrutiny Card (blue),-,14,14,Sami(ST),MMR004009
 Naturalised Scrutiny Card (green),-,42,42,Sami(ST),MMR004009
 National Registration Card (3-fold),3,72,75,Sami(ST),MMR004009
 Religious card,2,22,24,Sami(ST),MMR004009
 Temporary Registration Card (white),6,121,127,Sami(ST),MMR004009
 Foreign Passport,-,10,10,Sami(ST),MMR004009
 None,754,8457,9211,Sami(ST),MMR004009
 Child under 10 years,737,8914,9651,Sami(ST),MMR004009
 Total,3032,29050,32082,Sami(ST),MMR004009
