Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),12940,58462,71402,Ye U,MMR005009
 Associate Scrutiny Card (blue),9,24,33,Ye U,MMR005009
 Naturalised Scrutiny Card (green),39,102,141,Ye U,MMR005009
 National Registration Card (3-fold),113,885,998,Ye U,MMR005009
 Religious card,221,406,627,Ye U,MMR005009
 Temporary Registration Card (white),6,134,140,Ye U,MMR005009
 Foreign Registration Card (FRC),5,-,5,Ye U,MMR005009
 Foreign Passport,19,10,29,Ye U,MMR005009
 None,4469,19534,24003,Ye U,MMR005009
 Child under 10 years,2637,18275,20912,Ye U,MMR005009
 Total,20458,97832,118290,Ye U,MMR005009
